tool	community	rank	metric	value
sourmash	marine7	genus	L1 norm error	0.391316159500502
sourmash	marine7	species	L1 norm error	0.445992557972393
sourmash	marine7	na	Weighted UniFrac error	0.0173784294739999
sourmash	marine7	na	Unweighted UniFrac error	0.549440325107218
sourmash	marine7	na	Weighted UniFrac (CAMI)	1.90465193427964
sourmash	marine7	na	Unweighted UniFrac (CAMI)	1418.13917525773
sourmash	marine7	phylum	Sum of abundances	0.994845360824742
sourmash	marine7	class	Sum of abundances	0.997422680412371
sourmash	marine7	order	Sum of abundances	0.987113402061856
sourmash	marine7	family	Sum of abundances	0.981958762886598
sourmash	marine7	genus	Sum of abundances	0.945876288659795
sourmash	marine7	species	Sum of abundances	0.909793814432991
sourmash	marine7	phylum	Taxon counts	17
sourmash	marine7	class	Taxon counts	26
sourmash	marine7	order	Taxon counts	51
sourmash	marine7	family	Taxon counts	70
sourmash	marine7	genus	Taxon counts	100
sourmash	marine7	species	Taxon counts	128
metabuli	marine7	kingdom	Bray-Curtis distance	0.0574410176606742
metabuli	marine7	phylum	Bray-Curtis distance	0.0811093056692078
metabuli	marine7	class	Bray-Curtis distance	0.0865491290737844
metabuli	marine7	order	Bray-Curtis distance	0.173885393533198
metabuli	marine7	family	Bray-Curtis distance	0.181034873927005
metabuli	marine7	genus	Bray-Curtis distance	0.197509197571031
metabuli	marine7	species	Bray-Curtis distance	0.237609448323026
metabuli	marine7	phylum	Shannon diversity	1.46007858957367
metabuli	marine7	phylum	Shannon equitability	0.361132840730878
metabuli	marine7	class	Shannon diversity	1.84000953554552
metabuli	marine7	class	Shannon equitability	0.383671788425983
metabuli	marine7	order	Shannon diversity	3.01125850340605
metabuli	marine7	order	Shannon equitability	0.529185990371455
metabuli	marine7	family	Shannon diversity	3.65358485289842
metabuli	marine7	family	Shannon equitability	0.566405953952727
metabuli	marine7	genus	Shannon diversity	4.1370647550495
metabuli	marine7	genus	Shannon equitability	0.537134343082929
metabuli	marine7	species	Shannon diversity	4.66133342400747
metabuli	marine7	species	Shannon equitability	0.529086049852566
metabuli	marine7	kingdom	True positives	2
metabuli	marine7	kingdom	False negatives	0
metabuli	marine7	kingdom	False positives	0
metabuli	marine7	kingdom	Completeness	1
metabuli	marine7	kingdom	Purity	1
metabuli	marine7	kingdom	F1 score	1
metabuli	marine7	kingdom	Jaccard index	1
metabuli	marine7	phylum	True positives	23
metabuli	marine7	phylum	False negatives	2
metabuli	marine7	phylum	False positives	34
metabuli	marine7	phylum	Completeness	0.92
metabuli	marine7	phylum	Purity	0.403508771929825
metabuli	marine7	phylum	F1 score	0.560975609756098
metabuli	marine7	phylum	Jaccard index	0.389830508474576
metabuli	marine7	class	True positives	33
metabuli	marine7	class	False negatives	2
metabuli	marine7	class	False positives	88
metabuli	marine7	class	Completeness	0.942857142857143
metabuli	marine7	class	Purity	0.272727272727273
metabuli	marine7	class	F1 score	0.423076923076923
metabuli	marine7	class	Jaccard index	0.268292682926829
metabuli	marine7	order	True positives	71
metabuli	marine7	order	False negatives	3
metabuli	marine7	order	False positives	225
metabuli	marine7	order	Completeness	0.959459459459459
metabuli	marine7	order	Purity	0.239864864864865
metabuli	marine7	order	F1 score	0.383783783783784
metabuli	marine7	order	Jaccard index	0.237458193979933
metabuli	marine7	family	True positives	121
metabuli	marine7	family	False negatives	5
metabuli	marine7	family	False positives	512
metabuli	marine7	family	Completeness	0.96031746031746
metabuli	marine7	family	Purity	0.191153238546604
metabuli	marine7	family	F1 score	0.318840579710145
metabuli	marine7	family	Jaccard index	0.189655172413793
metabuli	marine7	genus	True positives	213
metabuli	marine7	genus	False negatives	10
metabuli	marine7	genus	False positives	2000
metabuli	marine7	genus	Completeness	0.955156950672646
metabuli	marine7	genus	Purity	0.096249435155897
metabuli	marine7	genus	F1 score	0.17487684729064
metabuli	marine7	genus	Jaccard index	0.0958164642375169
metabuli	marine7	species	True positives	284
metabuli	marine7	species	False negatives	33
metabuli	marine7	species	False positives	6418
metabuli	marine7	species	Completeness	0.89589905362776
metabuli	marine7	species	Purity	0.042375410325276
metabuli	marine7	species	F1 score	0.0809232084342499
metabuli	marine7	species	Jaccard index	0.0421677802524128
metabuli	marine7	kingdom	L1 norm error	0.114882035321348
metabuli	marine7	phylum	L1 norm error	0.162131332796997
metabuli	marine7	class	L1 norm error	0.172977227795432
metabuli	marine7	order	L1 norm error	0.347244889827123
metabuli	marine7	family	L1 norm error	0.361194539119703
metabuli	marine7	genus	L1 norm error	0.393244313992304
metabuli	marine7	species	L1 norm error	0.455353816451498
metabuli	marine7	na	Weighted UniFrac error	0.0190136860248458
metabuli	marine7	na	Unweighted UniFrac error	19.8971052055557
metabuli	marine7	na	Weighted UniFrac (CAMI)	2.00702815530436
metabuli	marine7	na	Unweighted UniFrac (CAMI)	50588
metabuli	marine7	phylum	Sum of abundances	0.998923939236087
metabuli	marine7	class	Sum of abundances	0.998601599421826
metabuli	marine7	order	Sum of abundances	0.996975610034933
metabuli	marine7	family	Sum of abundances	0.99516552410416
metabuli	marine7	genus	Sum of abundances	0.991017728938311
metabuli	marine7	species	Sum of abundances	0.957911354811397
metabuli	marine7	phylum	Taxon counts	57
metabuli	marine7	class	Taxon counts	121
metabuli	marine7	order	Taxon counts	296
metabuli	marine7	family	Taxon counts	633
metabuli	marine7	genus	Taxon counts	2213
metabuli	marine7	species	Taxon counts	6702
sylph	marine7	kingdom	Bray-Curtis distance	0.00507087690272582
sylph	marine7	phylum	Bray-Curtis distance	0.0143508600903445
sylph	marine7	class	Bray-Curtis distance	0.0190161907267607
sylph	marine7	order	Bray-Curtis distance	0.0281249793910016
sylph	marine7	family	Bray-Curtis distance	0.0330490208587953
sylph	marine7	genus	Bray-Curtis distance	0.03882928560034
sylph	marine7	species	Bray-Curtis distance	0.0468654669232071
sylph	marine7	phylum	Shannon diversity	1.62125969867616
sylph	marine7	phylum	Shannon equitability	0.503672644390543
sylph	marine7	class	Shannon diversity	2.02244593369361
sylph	marine7	class	Shannon equitability	0.568846115405749
sylph	marine7	order	Shannon diversity	3.17640958569649
sylph	marine7	order	Shannon equitability	0.738002218115109
sylph	marine7	family	Shannon diversity	3.6494557658233
sylph	marine7	family	Shannon equitability	0.758378211705247
sylph	marine7	genus	Shannon diversity	4.0633096856332
sylph	marine7	genus	Shannon equitability	0.755925438173498
sylph	marine7	species	Shannon diversity	4.53662532773085
sylph	marine7	species	Shannon equitability	0.787758761281405
sylph	marine7	kingdom	True positives	2
sylph	marine7	kingdom	False negatives	0
sylph	marine7	kingdom	False positives	0
sylph	marine7	kingdom	Completeness	1
sylph	marine7	kingdom	Purity	1
sylph	marine7	kingdom	F1 score	1
sylph	marine7	kingdom	Jaccard index	1
sylph	marine7	phylum	True positives	25
sylph	marine7	phylum	False negatives	0
sylph	marine7	phylum	False positives	0
sylph	marine7	phylum	Completeness	1
sylph	marine7	phylum	Purity	1
sylph	marine7	phylum	F1 score	1
sylph	marine7	phylum	Jaccard index	1
sylph	marine7	class	True positives	35
sylph	marine7	class	False negatives	0
sylph	marine7	class	False positives	0
sylph	marine7	class	Completeness	1
sylph	marine7	class	Purity	1
sylph	marine7	class	F1 score	1
sylph	marine7	class	Jaccard index	1
sylph	marine7	order	True positives	74
sylph	marine7	order	False negatives	0
sylph	marine7	order	False positives	0
sylph	marine7	order	Completeness	1
sylph	marine7	order	Purity	1
sylph	marine7	order	F1 score	1
sylph	marine7	order	Jaccard index	1
sylph	marine7	family	True positives	123
sylph	marine7	family	False negatives	3
sylph	marine7	family	False positives	0
sylph	marine7	family	Completeness	0.976190476190476
sylph	marine7	family	Purity	1
sylph	marine7	family	F1 score	0.987951807228916
sylph	marine7	family	Jaccard index	0.976190476190476
sylph	marine7	genus	True positives	216
sylph	marine7	genus	False negatives	7
sylph	marine7	genus	False positives	0
sylph	marine7	genus	Completeness	0.968609865470852
sylph	marine7	genus	Purity	1
sylph	marine7	genus	F1 score	0.984054669703872
sylph	marine7	genus	Jaccard index	0.968609865470852
sylph	marine7	species	True positives	313
sylph	marine7	species	False negatives	4
sylph	marine7	species	False positives	4
sylph	marine7	species	Completeness	0.987381703470031
sylph	marine7	species	Purity	0.987381703470031
sylph	marine7	species	F1 score	0.987381703470031
sylph	marine7	species	Jaccard index	0.975077881619938
sylph	marine7	kingdom	L1 norm error	0.0101417538054516
sylph	marine7	phylum	L1 norm error	0.028701720180689
sylph	marine7	class	L1 norm error	0.0380323814535214
sylph	marine7	order	L1 norm error	0.0562499587820031
sylph	marine7	family	L1 norm error	0.0660980417175905
sylph	marine7	genus	L1 norm error	0.07765857120068
sylph	marine7	species	L1 norm error	0.0917853013277124
sylph	marine7	na	Weighted UniFrac error	0.00316776087331881
sylph	marine7	na	Unweighted UniFrac error	0.0579904087236837
sylph	marine7	na	Weighted UniFrac (CAMI)	0.368667728467648
sylph	marine7	na	Unweighted UniFrac (CAMI)	177
sylph	marine7	phylum	Sum of abundances	1
sylph	marine7	class	Sum of abundances	1
sylph	marine7	order	Sum of abundances	1
sylph	marine7	family	Sum of abundances	1
sylph	marine7	genus	Sum of abundances	1
sylph	marine7	species	Sum of abundances	1
sylph	marine7	phylum	Taxon counts	25
sylph	marine7	class	Taxon counts	35
sylph	marine7	order	Taxon counts	74
sylph	marine7	family	Taxon counts	123
sylph	marine7	genus	Taxon counts	216
sylph	marine7	species	Taxon counts	317
singlem	marine8	kingdom	Bray-Curtis distance	0.00111232814338668
singlem	marine8	phylum	Bray-Curtis distance	0.00758584213671042
singlem	marine8	class	Bray-Curtis distance	0.00965406518059475
singlem	marine8	order	Bray-Curtis distance	0.0172380476236269
singlem	marine8	family	Bray-Curtis distance	0.0260197003584535
singlem	marine8	genus	Bray-Curtis distance	0.043182500637854
singlem	marine8	species	Bray-Curtis distance	0.168709859642529
singlem	marine8	phylum	Shannon diversity	1.52128575318824
singlem	marine8	phylum	Shannon equitability	0.466924701412333
singlem	marine8	class	Shannon diversity	1.84908148823406
singlem	marine8	class	Shannon equitability	0.508326512978911
singlem	marine8	order	Shannon diversity	3.02441985044758
singlem	marine8	order	Shannon equitability	0.702689151988649
singlem	marine8	family	Shannon diversity	3.51014299191549
singlem	marine8	family	Shannon equitability	0.735773430487167
singlem	marine8	genus	Shannon diversity	3.79549195442684
singlem	marine8	genus	Shannon equitability	0.714350614186304
singlem	marine8	species	Shannon diversity	3.27930478289903
singlem	marine8	species	Shannon equitability	0.60497806643427
singlem	marine8	kingdom	True positives	2
singlem	marine8	kingdom	False negatives	0
singlem	marine8	kingdom	False positives	0
singlem	marine8	kingdom	Completeness	1
singlem	marine8	kingdom	Purity	1
singlem	marine8	kingdom	F1 score	1
singlem	marine8	kingdom	Jaccard index	1
singlem	marine8	phylum	True positives	26
singlem	marine8	phylum	False negatives	4
singlem	marine8	phylum	False positives	0
singlem	marine8	phylum	Completeness	0.866666666666667
singlem	marine8	phylum	Purity	1
singlem	marine8	phylum	F1 score	0.928571428571429
singlem	marine8	phylum	Jaccard index	0.866666666666667
singlem	marine8	class	True positives	38
singlem	marine8	class	False negatives	7
singlem	marine8	class	False positives	0
singlem	marine8	class	Completeness	0.844444444444445
singlem	marine8	class	Purity	1
singlem	marine8	class	F1 score	0.91566265060241
singlem	marine8	class	Jaccard index	0.844444444444445
singlem	marine8	order	True positives	74
singlem	marine8	order	False negatives	9
singlem	marine8	order	False positives	0
singlem	marine8	order	Completeness	0.891566265060241
singlem	marine8	order	Purity	1
singlem	marine8	order	F1 score	0.942675159235669
singlem	marine8	order	Jaccard index	0.891566265060241
singlem	marine8	family	True positives	118
singlem	marine8	family	False negatives	22
singlem	marine8	family	False positives	0
singlem	marine8	family	Completeness	0.842857142857143
singlem	marine8	family	Purity	1
singlem	marine8	family	F1 score	0.914728682170543
singlem	marine8	family	Jaccard index	0.842857142857143
singlem	marine8	genus	True positives	201
singlem	marine8	genus	False negatives	60
singlem	marine8	genus	False positives	2
singlem	marine8	genus	Completeness	0.770114942528736
singlem	marine8	genus	Purity	0.990147783251231
singlem	marine8	genus	F1 score	0.866379310344828
singlem	marine8	genus	Jaccard index	0.76425855513308
singlem	marine8	species	True positives	219
singlem	marine8	species	False negatives	171
singlem	marine8	species	False positives	7
singlem	marine8	species	Completeness	0.561538461538462
singlem	marine8	species	Purity	0.969026548672566
singlem	marine8	species	F1 score	0.711038961038961
singlem	marine8	species	Jaccard index	0.551637279596977
singlem	marine8	kingdom	L1 norm error	0.00222465628677336
singlem	marine8	phylum	L1 norm error	0.0151395117984286
singlem	marine8	class	L1 norm error	0.0192307518154772
singlem	marine8	order	L1 norm error	0.0341947803305222
singlem	marine8	family	L1 norm error	0.0513132336512198
singlem	marine8	genus	L1 norm error	0.0839460512325628
singlem	marine8	species	L1 norm error	0.282600790429777
singlem	marine8	na	Weighted UniFrac error	0.00312824941214625
singlem	marine8	na	Unweighted UniFrac error	0.284905717485396
singlem	marine8	na	Weighted UniFrac (CAMI)	0.488649775544758
singlem	marine8	na	Unweighted UniFrac (CAMI)	1123
singlem	marine8	phylum	Sum of abundances	0.995758878920442
singlem	marine8	class	Sum of abundances	0.991984874323423
singlem	marine8	order	Sum of abundances	0.983680581300511
singlem	marine8	family	Sum of abundances	0.972091643805145
singlem	marine8	genus	Sum of abundances	0.94398309483206
singlem	marine8	species	Sum of abundances	0.720538296137021
singlem	marine8	phylum	Taxon counts	26
singlem	marine8	class	Taxon counts	38
singlem	marine8	order	Taxon counts	74
singlem	marine8	family	Taxon counts	118
singlem	marine8	genus	Taxon counts	203
singlem	marine8	species	Taxon counts	226
metaphlan	marine8	kingdom	Bray-Curtis distance	0.00812443581299326
metaphlan	marine8	phylum	Bray-Curtis distance	0.0206220037835091
metaphlan	marine8	class	Bray-Curtis distance	0.0213011262518214
metaphlan	marine8	order	Bray-Curtis distance	0.0518891607835677
metaphlan	marine8	family	Bray-Curtis distance	0.0598336662301044
metaphlan	marine8	genus	Bray-Curtis distance	0.0652224840047845
metaphlan	marine8	species	Bray-Curtis distance	0.0781371943513852
metaphlan	marine8	phylum	Shannon diversity	1.52259516851246
metaphlan	marine8	phylum	Shannon equitability	0.461975282884181
metaphlan	marine8	class	Shannon diversity	1.87870749050923
metaphlan	marine8	class	Shannon equitability	0.502641400224153
metaphlan	marine8	order	Shannon diversity	3.07675969973488
metaphlan	marine8	order	Shannon equitability	0.702131674734527
metaphlan	marine8	family	Shannon diversity	3.56322282994551
metaphlan	marine8	family	Shannon equitability	0.727509060214918
metaphlan	marine8	genus	Shannon diversity	3.96810884075582
metaphlan	marine8	genus	Shannon equitability	0.721309323956073
metaphlan	marine8	species	Shannon diversity	4.40151010738999
metaphlan	marine8	species	Shannon equitability	0.742629499356596
metaphlan	marine8	kingdom	True positives	2
metaphlan	marine8	kingdom	False negatives	0
metaphlan	marine8	kingdom	False positives	0
metaphlan	marine8	kingdom	Completeness	1
metaphlan	marine8	kingdom	Purity	1
metaphlan	marine8	kingdom	F1 score	1
metaphlan	marine8	kingdom	Jaccard index	1
metaphlan	marine8	phylum	True positives	27
metaphlan	marine8	phylum	False negatives	3
metaphlan	marine8	phylum	False positives	0
metaphlan	marine8	phylum	Completeness	0.9
metaphlan	marine8	phylum	Purity	1
metaphlan	marine8	phylum	F1 score	0.947368421052632
metaphlan	marine8	phylum	Jaccard index	0.9
metaphlan	marine8	class	True positives	42
metaphlan	marine8	class	False negatives	3
metaphlan	marine8	class	False positives	0
metaphlan	marine8	class	Completeness	0.933333333333333
metaphlan	marine8	class	Purity	1
metaphlan	marine8	class	F1 score	0.96551724137931
metaphlan	marine8	class	Jaccard index	0.933333333333333
metaphlan	marine8	order	True positives	80
metaphlan	marine8	order	False negatives	3
metaphlan	marine8	order	False positives	0
metaphlan	marine8	order	Completeness	0.963855421686747
metaphlan	marine8	order	Purity	1
metaphlan	marine8	order	F1 score	0.98159509202454
metaphlan	marine8	order	Jaccard index	0.963855421686747
metaphlan	marine8	family	True positives	134
metaphlan	marine8	family	False negatives	6
metaphlan	marine8	family	False positives	0
metaphlan	marine8	family	Completeness	0.957142857142857
metaphlan	marine8	family	Purity	1
metaphlan	marine8	family	F1 score	0.978102189781022
metaphlan	marine8	family	Jaccard index	0.957142857142857
metaphlan	marine8	genus	True positives	245
metaphlan	marine8	genus	False negatives	16
metaphlan	marine8	genus	False positives	0
metaphlan	marine8	genus	Completeness	0.938697318007663
metaphlan	marine8	genus	Purity	1
metaphlan	marine8	genus	F1 score	0.968379446640316
metaphlan	marine8	genus	Jaccard index	0.938697318007663
metaphlan	marine8	species	True positives	355
metaphlan	marine8	species	False negatives	35
metaphlan	marine8	species	False positives	20
metaphlan	marine8	species	Completeness	0.91025641025641
metaphlan	marine8	species	Purity	0.946666666666667
metaphlan	marine8	species	F1 score	0.928104575163399
metaphlan	marine8	species	Jaccard index	0.865853658536585
metaphlan	marine8	kingdom	L1 norm error	0.0162488716259865
metaphlan	marine8	phylum	L1 norm error	0.0412440075670183
metaphlan	marine8	class	L1 norm error	0.0426022525036429
metaphlan	marine8	order	L1 norm error	0.103778321567135
metaphlan	marine8	family	L1 norm error	0.119667332460209
metaphlan	marine8	genus	L1 norm error	0.130444968009569
metaphlan	marine8	species	L1 norm error	0.152678949329432
metaphlan	marine8	na	Weighted UniFrac error	0.00505756228617838
metaphlan	marine8	na	Unweighted UniFrac error	0.0954044210377634
metaphlan	marine8	na	Weighted UniFrac (CAMI)	0.606664703062994
metaphlan	marine8	na	Unweighted UniFrac (CAMI)	340
metaphlan	marine8	phylum	Sum of abundances	1
metaphlan	marine8	class	Sum of abundances	1
metaphlan	marine8	order	Sum of abundances	1
metaphlan	marine8	family	Sum of abundances	1
metaphlan	marine8	genus	Sum of abundances	1
metaphlan	marine8	species	Sum of abundances	0.999454056934034
metaphlan	marine8	phylum	Taxon counts	27
metaphlan	marine8	class	Taxon counts	42
metaphlan	marine8	order	Taxon counts	80
metaphlan	marine8	family	Taxon counts	134
metaphlan	marine8	genus	Taxon counts	245
metaphlan	marine8	species	Taxon counts	375
kraken	marine8	kingdom	Bray-Curtis distance	0.0551548312945693
kraken	marine8	phylum	Bray-Curtis distance	0.073217208546956
kraken	marine8	class	Bray-Curtis distance	0.075846853773451
kraken	marine8	order	Bray-Curtis distance	0.168602753845444
kraken	marine8	family	Bray-Curtis distance	0.175373796830906
kraken	marine8	genus	Bray-Curtis distance	0.183356274756137
kraken	marine8	species	Bray-Curtis distance	0.212088325691523
kraken	marine8	phylum	Shannon diversity	1.40630329467458
kraken	marine8	phylum	Shannon equitability	0.363273126534125
kraken	marine8	class	Shannon diversity	1.78571056567671
kraken	marine8	class	Shannon equitability	0.406355951070235
kraken	marine8	order	Shannon diversity	3.03759512336303
kraken	marine8	order	Shannon equitability	0.600007526485251
kraken	marine8	family	Shannon diversity	3.7144730973224
kraken	marine8	family	Shannon equitability	0.672247712222133
kraken	marine8	genus	Shannon diversity	4.23133096619095
kraken	marine8	genus	Shannon equitability	0.680431429059424
kraken	marine8	species	Shannon diversity	5.05712490103973
kraken	marine8	species	Shannon equitability	0.684877047809897
kraken	marine8	kingdom	True positives	2
kraken	marine8	kingdom	False negatives	0
kraken	marine8	kingdom	False positives	0
kraken	marine8	kingdom	Completeness	1
kraken	marine8	kingdom	Purity	1
kraken	marine8	kingdom	F1 score	1
kraken	marine8	kingdom	Jaccard index	1
kraken	marine8	phylum	True positives	30
kraken	marine8	phylum	False negatives	0
kraken	marine8	phylum	False positives	18
kraken	marine8	phylum	Completeness	1
kraken	marine8	phylum	Purity	0.625
kraken	marine8	phylum	F1 score	0.769230769230769
kraken	marine8	phylum	Jaccard index	0.625
kraken	marine8	class	True positives	45
kraken	marine8	class	False negatives	0
kraken	marine8	class	False positives	36
kraken	marine8	class	Completeness	1
kraken	marine8	class	Purity	0.555555555555556
kraken	marine8	class	F1 score	0.714285714285714
kraken	marine8	class	Jaccard index	0.555555555555556
kraken	marine8	order	True positives	82
kraken	marine8	order	False negatives	1
kraken	marine8	order	False positives	76
kraken	marine8	order	Completeness	0.987951807228916
kraken	marine8	order	Purity	0.518987341772152
kraken	marine8	order	F1 score	0.680497925311203
kraken	marine8	order	Jaccard index	0.515723270440252
kraken	marine8	family	True positives	138
kraken	marine8	family	False negatives	2
kraken	marine8	family	False positives	113
kraken	marine8	family	Completeness	0.985714285714286
kraken	marine8	family	Purity	0.549800796812749
kraken	marine8	family	F1 score	0.705882352941176
kraken	marine8	family	Jaccard index	0.545454545454545
kraken	marine8	genus	True positives	256
kraken	marine8	genus	False negatives	5
kraken	marine8	genus	False positives	246
kraken	marine8	genus	Completeness	0.980842911877395
kraken	marine8	genus	Purity	0.50996015936255
kraken	marine8	genus	F1 score	0.671035386631717
kraken	marine8	genus	Jaccard index	0.504930966469428
kraken	marine8	species	True positives	388
kraken	marine8	species	False negatives	2
kraken	marine8	species	False positives	1222
kraken	marine8	species	Completeness	0.994871794871795
kraken	marine8	species	Purity	0.240993788819876
kraken	marine8	species	F1 score	0.388
kraken	marine8	species	Jaccard index	0.240694789081886
kraken	marine8	kingdom	L1 norm error	0.110309662589139
kraken	marine8	phylum	L1 norm error	0.14643148840557
kraken	marine8	class	L1 norm error	0.151684605924449
kraken	marine8	order	L1 norm error	0.337144810699503
kraken	marine8	family	L1 norm error	0.350621324528094
kraken	marine8	genus	L1 norm error	0.366322000647043
kraken	marine8	species	L1 norm error	0.413205640719239
kraken	marine8	na	Weighted UniFrac error	0.0177938456798643
kraken	marine8	na	Unweighted UniFrac error	3.45083367803707
kraken	marine8	na	Weighted UniFrac (CAMI)	1.87496614668774
kraken	marine8	na	Unweighted UniFrac (CAMI)	10636.95241
kraken	marine8	phylum	Sum of abundances	0.99996
kraken	marine8	class	Sum of abundances	0.999880000000001
kraken	marine8	order	Sum of abundances	0.999640000000003
kraken	marine8	family	Sum of abundances	0.999280000000004
kraken	marine8	genus	Sum of abundances	0.997870000000004
kraken	marine8	species	Sum of abundances	0.993740000000011
kraken	marine8	phylum	Taxon counts	48
kraken	marine8	class	Taxon counts	81
kraken	marine8	order	Taxon counts	158
kraken	marine8	family	Taxon counts	251
kraken	marine8	genus	Taxon counts	502
kraken	marine8	species	Taxon counts	1610
sourmash	marine8	kingdom	Bray-Curtis distance	0.0464660333406051
sourmash	marine8	phylum	Bray-Curtis distance	0.0619278858202887
sourmash	marine8	class	Bray-Curtis distance	0.0652538826331203
sourmash	marine8	order	Bray-Curtis distance	0.159549794772484
sourmash	marine8	family	Bray-Curtis distance	0.180812378429909
sourmash	marine8	genus	Bray-Curtis distance	0.210485773485146
sourmash	marine8	species	Bray-Curtis distance	0.252910374715791
sourmash	marine8	phylum	Shannon diversity	1.38894762920518
sourmash	marine8	phylum	Shannon equitability	0.490237571455408
sourmash	marine8	class	Shannon diversity	1.76891365454852
sourmash	marine8	class	Shannon equitability	0.530853868406628
sourmash	marine8	order	Shannon diversity	3.01169502396187
sourmash	marine8	order	Shannon equitability	0.748181837351917
sourmash	marine8	family	Shannon diversity	3.59887284643717
sourmash	marine8	family	Shannon equitability	0.818958809117324
sourmash	marine8	genus	Shannon diversity	3.8808254413065
sourmash	marine8	genus	Shannon equitability	0.814927277844445
sourmash	marine8	species	Shannon diversity	4.00235662779749
sourmash	marine8	species	Shannon equitability	0.805333397159798
sourmash	marine8	kingdom	True positives	2
sourmash	marine8	kingdom	False negatives	0
sourmash	marine8	kingdom	False positives	0
sourmash	marine8	kingdom	Completeness	1
sourmash	marine8	kingdom	Purity	1
sourmash	marine8	kingdom	F1 score	1
sourmash	marine8	kingdom	Jaccard index	1
sourmash	marine8	phylum	True positives	17
sourmash	marine8	phylum	False negatives	13
sourmash	marine8	phylum	False positives	0
sourmash	marine8	phylum	Completeness	0.566666666666667
sourmash	marine8	phylum	Purity	1
sourmash	marine8	phylum	F1 score	0.723404255319149
sourmash	marine8	phylum	Jaccard index	0.566666666666667
sourmash	marine8	class	True positives	28
sourmash	marine8	class	False negatives	17
sourmash	marine8	class	False positives	0
sourmash	marine8	class	Completeness	0.622222222222222
sourmash	marine8	class	Purity	1
sourmash	marine8	class	F1 score	0.767123287671233
sourmash	marine8	class	Jaccard index	0.622222222222222
sourmash	marine8	order	True positives	56
sourmash	marine8	order	False negatives	27
sourmash	marine8	order	False positives	0
sourmash	marine8	order	Completeness	0.674698795180723
sourmash	marine8	order	Purity	1
sourmash	marine8	order	F1 score	0.805755395683453
sourmash	marine8	order	Jaccard index	0.674698795180723
sourmash	marine8	family	True positives	81
sourmash	marine8	family	False negatives	59
sourmash	marine8	family	False positives	0
sourmash	marine8	family	Completeness	0.578571428571429
sourmash	marine8	family	Purity	1
sourmash	marine8	family	F1 score	0.733031674208145
sourmash	marine8	family	Jaccard index	0.578571428571429
sourmash	marine8	genus	True positives	117
sourmash	marine8	genus	False negatives	144
sourmash	marine8	genus	False positives	0
sourmash	marine8	genus	Completeness	0.448275862068966
sourmash	marine8	genus	Purity	1
sourmash	marine8	genus	F1 score	0.619047619047619
sourmash	marine8	genus	Jaccard index	0.448275862068966
sourmash	marine8	species	True positives	139
sourmash	marine8	species	False negatives	251
sourmash	marine8	species	False positives	5
sourmash	marine8	species	Completeness	0.356410256410256
sourmash	marine8	species	Purity	0.965277777777778
sourmash	marine8	species	F1 score	0.52059925093633
sourmash	marine8	species	Jaccard index	0.351898734177215
sourmash	marine8	kingdom	L1 norm error	0.0929320666812102
sourmash	marine8	phylum	L1 norm error	0.123697388300884
sourmash	marine8	class	L1 norm error	0.130173985815432
sourmash	marine8	order	L1 norm error	0.318283478062755
sourmash	marine8	family	L1 norm error	0.360237449608437
sourmash	marine8	genus	L1 norm error	0.415049952319815
sourmash	marine8	species	L1 norm error	0.471682258306817
sourmash	marine8	na	Weighted UniFrac error	0.0170222017239957
sourmash	marine8	na	Unweighted UniFrac error	0.574598022791892
sourmash	marine8	na	Weighted UniFrac (CAMI)	1.91205657909534
sourmash	marine8	na	Unweighted UniFrac (CAMI)	1829.21227621483
sourmash	marine8	phylum	Sum of abundances	0.997442455242967
sourmash	marine8	class	Sum of abundances	0.994884910485934
sourmash	marine8	order	Sum of abundances	0.994884910485934
sourmash	marine8	family	Sum of abundances	0.992327365728901
sourmash	marine8	genus	Sum of abundances	0.971867007672636
sourmash	marine8	species	Sum of abundances	0.910485933503838
sourmash	marine8	phylum	Taxon counts	17
sourmash	marine8	class	Taxon counts	28
sourmash	marine8	order	Taxon counts	56
sourmash	marine8	family	Taxon counts	81
sourmash	marine8	genus	Taxon counts	117
sourmash	marine8	species	Taxon counts	144
metabuli	marine8	kingdom	Bray-Curtis distance	0.0563341392949704
metabuli	marine8	phylum	Bray-Curtis distance	0.0764421395620809
metabuli	marine8	class	Bray-Curtis distance	0.0793012256499401
metabuli	marine8	order	Bray-Curtis distance	0.176320253992288
metabuli	marine8	family	Bray-Curtis distance	0.184975825546321
metabuli	marine8	genus	Bray-Curtis distance	0.201911175365211
metabuli	marine8	species	Bray-Curtis distance	0.239125012096709
metabuli	marine8	phylum	Shannon diversity	1.384604942928
metabuli	marine8	phylum	Shannon equitability	0.342465343920705
metabuli	marine8	class	Shannon diversity	1.75194558996422
metabuli	marine8	class	Shannon equitability	0.365309029513969
metabuli	marine8	order	Shannon diversity	2.99465584856213
metabuli	marine8	order	Shannon equitability	0.526268309163935
metabuli	marine8	family	Shannon diversity	3.68531476960729
metabuli	marine8	family	Shannon equitability	0.571324962123037
metabuli	marine8	genus	Shannon diversity	4.20117977858866
metabuli	marine8	genus	Shannon equitability	0.545426702098492
metabuli	marine8	species	Shannon diversity	4.74753364876471
metabuli	marine8	species	Shannon equitability	0.538678946990016
metabuli	marine8	kingdom	True positives	2
metabuli	marine8	kingdom	False negatives	0
metabuli	marine8	kingdom	False positives	0
metabuli	marine8	kingdom	Completeness	1
