tool,sample,known,rank,metric,value
kraken,marine1,90,species,Jaccard index,0.00508890968647637
kraken,marine1,90,kingdom,L1 norm error,0.00774347853290732
kraken,marine1,90,phylum,L1 norm error,0.330419741140726
kraken,marine1,90,class,L1 norm error,0.386708805451335
kraken,marine1,90,order,L1 norm error,0.537398572132397
kraken,marine1,90,family,L1 norm error,0.632778533664096
kraken,marine1,90,genus,L1 norm error,0.849031085023378
kraken,marine1,90,species,L1 norm error,0.860283941230454
kraken,marine1,90,na,Weighted UniFrac error,0.028911246388923
kraken,marine1,90,na,Unweighted UniFrac error,49.3316768390441
kraken,marine1,90,na,Weighted UniFrac (CAMI),3.63257469936599
kraken,marine1,90,na,Unweighted UniFrac (CAMI),139003.685699999
kraken,marine1,90,phylum,Sum of abundances,0.999880000000001
kraken,marine1,90,class,Sum of abundances,0.999770000000004
kraken,marine1,90,order,Sum of abundances,0.999440000000008
kraken,marine1,90,family,Sum of abundances,0.998440000000015
kraken,marine1,90,genus,Sum of abundances,0.99260000000005
kraken,marine1,90,species,Sum of abundances,0.95420000000006
kraken,marine1,90,phylum,Taxon counts,111
kraken,marine1,90,class,Taxon counts,258
kraken,marine1,90,order,Taxon counts,690
kraken,marine1,90,family,Taxon counts,1401
kraken,marine1,90,genus,Taxon counts,5511
kraken,marine1,90,species,Taxon counts,17093
sourmash,marine1,90,kingdom,Bray-Curtis distance,0.0255150725997869
sourmash,marine1,90,phylum,Bray-Curtis distance,0.26472139600993
sourmash,marine1,90,class,Bray-Curtis distance,0.306500788000451
sourmash,marine1,90,order,Bray-Curtis distance,0.451566134982446
sourmash,marine1,90,family,Bray-Curtis distance,0.506960239772349
sourmash,marine1,90,genus,Bray-Curtis distance,0.629172869246379
sourmash,marine1,90,species,Bray-Curtis distance,0.761652258053327
sourmash,marine1,90,phylum,Shannon diversity,1.8323959887204
sourmash,marine1,90,phylum,Shannon equitability,0.764168481212263
sourmash,marine1,90,class,Shannon diversity,2.19060928753809
sourmash,marine1,90,class,Shannon equitability,0.808924918248003
sourmash,marine1,90,order,Shannon diversity,3.10652712569619
sourmash,marine1,90,order,Shannon equitability,0.873761744833162
sourmash,marine1,90,family,Shannon diversity,3.62635125448605
sourmash,marine1,90,family,Shannon equitability,0.889348363901843
sourmash,marine1,90,genus,Shannon diversity,3.97241916529191
sourmash,marine1,90,genus,Shannon equitability,0.898973173706013
sourmash,marine1,90,species,Shannon diversity,3.59507830765207
sourmash,marine1,90,species,Shannon equitability,0.795056700770883
sourmash,marine1,90,kingdom,True positives,2
sourmash,marine1,90,kingdom,False negatives,0
sourmash,marine1,90,kingdom,False positives,0
sourmash,marine1,90,kingdom,Completeness,1
sourmash,marine1,90,kingdom,Purity,1
sourmash,marine1,90,kingdom,F1 score,1
sourmash,marine1,90,kingdom,Jaccard index,1
sourmash,marine1,90,phylum,True positives,11
sourmash,marine1,90,phylum,False negatives,22
sourmash,marine1,90,phylum,False positives,0
sourmash,marine1,90,phylum,Completeness,0.333333333333333
sourmash,marine1,90,phylum,Purity,1
sourmash,marine1,90,phylum,F1 score,0.5
sourmash,marine1,90,phylum,Jaccard index,0.333333333333333
sourmash,marine1,90,class,True positives,15
sourmash,marine1,90,class,False negatives,41
sourmash,marine1,90,class,False positives,0
sourmash,marine1,90,class,Completeness,0.267857142857143
sourmash,marine1,90,class,Purity,1
sourmash,marine1,90,class,F1 score,0.422535211267606
sourmash,marine1,90,class,Jaccard index,0.267857142857143
sourmash,marine1,90,order,True positives,35
sourmash,marine1,90,order,False negatives,89
sourmash,marine1,90,order,False positives,0
sourmash,marine1,90,order,Completeness,0.282258064516129
sourmash,marine1,90,order,Purity,1
sourmash,marine1,90,order,F1 score,0.440251572327044
sourmash,marine1,90,order,Jaccard index,0.282258064516129
sourmash,marine1,90,family,True positives,59
sourmash,marine1,90,family,False negatives,149
sourmash,marine1,90,family,False positives,0
sourmash,marine1,90,family,Completeness,0.283653846153846
sourmash,marine1,90,family,Purity,1
sourmash,marine1,90,family,F1 score,0.441947565543071
sourmash,marine1,90,family,Jaccard index,0.283653846153846
sourmash,marine1,90,genus,True positives,83
sourmash,marine1,90,genus,False negatives,227
sourmash,marine1,90,genus,False positives,0
sourmash,marine1,90,genus,Completeness,0.267741935483871
sourmash,marine1,90,genus,Purity,1
sourmash,marine1,90,genus,F1 score,0.422391857506361
sourmash,marine1,90,genus,Jaccard index,0.267741935483871
sourmash,marine1,90,species,True positives,63
sourmash,marine1,90,species,False negatives,27
sourmash,marine1,90,species,False positives,29
sourmash,marine1,90,species,Completeness,0.7
sourmash,marine1,90,species,Purity,0.684782608695652
sourmash,marine1,90,species,F1 score,0.692307692307692
sourmash,marine1,90,species,Jaccard index,0.529411764705882
sourmash,marine1,90,kingdom,L1 norm error,0.0510301451995738
sourmash,marine1,90,phylum,L1 norm error,0.525030768753027
sourmash,marine1,90,class,L1 norm error,0.607893229534228
sourmash,marine1,90,order,L1 norm error,0.889453417535483
sourmash,marine1,90,family,L1 norm error,0.994325265530499
sourmash,marine1,90,genus,L1 norm error,1.16865129202114
sourmash,marine1,90,species,L1 norm error,0.710914643458447
sourmash,marine1,90,na,Weighted UniFrac error,0.0431808812292936
sourmash,marine1,90,na,Unweighted UniFrac error,0.712403707821288
sourmash,marine1,90,na,Weighted UniFrac (CAMI),4.94729876203239
sourmash,marine1,90,na,Unweighted UniFrac (CAMI),1849.05
sourmash,marine1,90,phylum,Sum of abundances,0.983333333333334
sourmash,marine1,90,class,Sum of abundances,0.983333333333334
sourmash,marine1,90,order,Sum of abundances,0.972222222222223
sourmash,marine1,90,family,Sum of abundances,0.977777777777778
sourmash,marine1,90,genus,Sum of abundances,0.961111111111112
sourmash,marine1,90,species,Sum of abundances,0.78888888888889
sourmash,marine1,90,phylum,Taxon counts,11
sourmash,marine1,90,class,Taxon counts,15
sourmash,marine1,90,order,Taxon counts,35
sourmash,marine1,90,family,Taxon counts,59
sourmash,marine1,90,genus,Taxon counts,83
sourmash,marine1,90,species,Taxon counts,92
metabuli,marine1,90,kingdom,Bray-Curtis distance,0.00265881051927663
metabuli,marine1,90,phylum,Bray-Curtis distance,0.202280986763116
metabuli,marine1,90,class,Bray-Curtis distance,0.24104783475992
metabuli,marine1,90,order,Bray-Curtis distance,0.330161695183454
metabuli,marine1,90,family,Bray-Curtis distance,0.388319614916211
metabuli,marine1,90,genus,Bray-Curtis distance,0.536177717674614
metabuli,marine1,90,species,Bray-Curtis distance,0.925271456803734
metabuli,marine1,90,phylum,Shannon diversity,1.9895926058307
metabuli,marine1,90,phylum,Shannon equitability,0.492101750393168
metabuli,marine1,90,class,Shannon diversity,2.33744346570752
metabuli,marine1,90,class,Shannon equitability,0.487394819161493
metabuli,marine1,90,order,Shannon diversity,3.43956605514959
metabuli,marine1,90,order,Shannon equitability,0.604454970333357
metabuli,marine1,90,family,Shannon diversity,4.09987824705808
metabuli,marine1,90,family,Shannon equitability,0.635593682126404
metabuli,marine1,90,genus,Shannon diversity,5.15329580664006
metabuli,marine1,90,genus,Shannon equitability,0.668880351573369
metabuli,marine1,90,species,Shannon diversity,5.82363621473402
metabuli,marine1,90,species,Shannon equitability,0.65948789420226
metabuli,marine1,90,kingdom,True positives,2
metabuli,marine1,90,kingdom,False negatives,0
metabuli,marine1,90,kingdom,False positives,0
metabuli,marine1,90,kingdom,Completeness,1
metabuli,marine1,90,kingdom,Purity,1
metabuli,marine1,90,kingdom,F1 score,1
metabuli,marine1,90,kingdom,Jaccard index,1
metabuli,marine1,90,phylum,True positives,27
metabuli,marine1,90,phylum,False negatives,6
metabuli,marine1,90,phylum,False positives,30
metabuli,marine1,90,phylum,Completeness,0.818181818181818
metabuli,marine1,90,phylum,Purity,0.473684210526316
metabuli,marine1,90,phylum,F1 score,0.6
metabuli,marine1,90,phylum,Jaccard index,0.428571428571429
metabuli,marine1,90,class,True positives,44
metabuli,marine1,90,class,False negatives,12
metabuli,marine1,90,class,False positives,77
metabuli,marine1,90,class,Completeness,0.785714285714286
metabuli,marine1,90,class,Purity,0.363636363636364
metabuli,marine1,90,class,F1 score,0.497175141242938
metabuli,marine1,90,class,Jaccard index,0.330827067669173
metabuli,marine1,90,order,True positives,86
metabuli,marine1,90,order,False negatives,38
metabuli,marine1,90,order,False positives,210
metabuli,marine1,90,order,Completeness,0.693548387096774
metabuli,marine1,90,order,Purity,0.290540540540541
metabuli,marine1,90,order,F1 score,0.40952380952381
metabuli,marine1,90,order,Jaccard index,0.25748502994012
metabuli,marine1,90,family,True positives,135
metabuli,marine1,90,family,False negatives,73
metabuli,marine1,90,family,False positives,498
metabuli,marine1,90,family,Completeness,0.649038461538462
metabuli,marine1,90,family,Purity,0.213270142180095
metabuli,marine1,90,family,F1 score,0.321046373365042
metabuli,marine1,90,family,Jaccard index,0.191218130311615
metabuli,marine1,90,genus,True positives,167
metabuli,marine1,90,genus,False negatives,143
metabuli,marine1,90,genus,False positives,2051
metabuli,marine1,90,genus,Completeness,0.538709677419355
metabuli,marine1,90,genus,Purity,0.0752930568079351
metabuli,marine1,90,genus,F1 score,0.132120253164557
metabuli,marine1,90,genus,Jaccard index,0.0707327403642524
metabuli,marine1,90,species,True positives,28
metabuli,marine1,90,species,False negatives,62
metabuli,marine1,90,species,False positives,6812
metabuli,marine1,90,species,Completeness,0.311111111111111
metabuli,marine1,90,species,Purity,0.00409356725146199
metabuli,marine1,90,species,F1 score,0.00808080808080808
metabuli,marine1,90,species,Jaccard index,0.00405679513184584
metabuli,marine1,90,kingdom,L1 norm error,0.00531762103855327
metabuli,marine1,90,phylum,L1 norm error,0.397785575548086
metabuli,marine1,90,class,L1 norm error,0.472515714634471
metabuli,marine1,90,order,L1 norm error,0.638108521604904
metabuli,marine1,90,family,L1 norm error,0.74010000851421
metabuli,marine1,90,genus,L1 norm error,0.956067830702952
metabuli,marine1,90,species,L1 norm error,0.871328739867222
metabuli,marine1,90,na,Weighted UniFrac error,0.0333579033145887
metabuli,marine1,90,na,Unweighted UniFrac error,18.8137429954294
metabuli,marine1,90,na,Weighted UniFrac (CAMI),4.08122401191038
metabuli,marine1,90,na,Unweighted UniFrac (CAMI),53310
metabuli,marine1,90,phylum,Sum of abundances,0.966500074541947
metabuli,marine1,90,class,Sum of abundances,0.960257038214382
metabuli,marine1,90,order,Sum of abundances,0.9352294311839
metabuli,marine1,90,family,Sum of abundances,0.92233440682574
metabuli,marine1,90,genus,Sum of abundances,0.886787839246959
metabuli,marine1,90,species,Sum of abundances,0.797204743253747
metabuli,marine1,90,phylum,Taxon counts,57
metabuli,marine1,90,class,Taxon counts,121
metabuli,marine1,90,order,Taxon counts,296
metabuli,marine1,90,family,Taxon counts,633
metabuli,marine1,90,genus,Taxon counts,2218
metabuli,marine1,90,species,Taxon counts,6840
sylph,marine1,90,kingdom,Bray-Curtis distance,0.0384027354874498
sylph,marine1,90,phylum,Bray-Curtis distance,0.235004840812337
sylph,marine1,90,class,Bray-Curtis distance,0.313104861678721
sylph,marine1,90,order,Bray-Curtis distance,0.461346428473982
sylph,marine1,90,family,Bray-Curtis distance,0.545215558366663
sylph,marine1,90,genus,Bray-Curtis distance,0.750487254837583
sylph,marine1,90,species,Bray-Curtis distance,0.772773801273108
sylph,marine1,90,phylum,Shannon diversity,1.98478840512451
sylph,marine1,90,phylum,Shannon equitability,0.773811927066197
sylph,marine1,90,class,Shannon diversity,2.30838367763512
sylph,marine1,90,class,Shannon equitability,0.798645942802643
sylph,marine1,90,order,Shannon diversity,3.12215165141344
sylph,marine1,90,order,Shannon equitability,0.871253007179184
sylph,marine1,90,family,Shannon diversity,3.62599788603681
sylph,marine1,90,family,Shannon equitability,0.885611318474109
sylph,marine1,90,genus,Shannon diversity,3.97000308978132
sylph,marine1,90,genus,Shannon equitability,0.886688505752718
sylph,marine1,90,species,Shannon diversity,4.25309843387947
sylph,marine1,90,species,Shannon equitability,0.89799835885703
sylph,marine1,90,kingdom,True positives,2
sylph,marine1,90,kingdom,False negatives,0
sylph,marine1,90,kingdom,False positives,0
sylph,marine1,90,kingdom,Completeness,1
sylph,marine1,90,kingdom,Purity,1
sylph,marine1,90,kingdom,F1 score,1
sylph,marine1,90,kingdom,Jaccard index,1
sylph,marine1,90,phylum,True positives,13
sylph,marine1,90,phylum,False negatives,20
sylph,marine1,90,phylum,False positives,0
sylph,marine1,90,phylum,Completeness,0.393939393939394
sylph,marine1,90,phylum,Purity,1
sylph,marine1,90,phylum,F1 score,0.565217391304348
sylph,marine1,90,phylum,Jaccard index,0.393939393939394
sylph,marine1,90,class,True positives,18
sylph,marine1,90,class,False negatives,38
sylph,marine1,90,class,False positives,0
sylph,marine1,90,class,Completeness,0.321428571428571
sylph,marine1,90,class,Purity,1
sylph,marine1,90,class,F1 score,0.486486486486487
sylph,marine1,90,class,Jaccard index,0.321428571428571
sylph,marine1,90,order,True positives,36
sylph,marine1,90,order,False negatives,88
sylph,marine1,90,order,False positives,0
sylph,marine1,90,order,Completeness,0.290322580645161
sylph,marine1,90,order,Purity,1
sylph,marine1,90,order,F1 score,0.45
sylph,marine1,90,order,Jaccard index,0.290322580645161
sylph,marine1,90,family,True positives,60
sylph,marine1,90,family,False negatives,148
sylph,marine1,90,family,False positives,0
sylph,marine1,90,family,Completeness,0.288461538461538
sylph,marine1,90,family,Purity,1
sylph,marine1,90,family,F1 score,0.447761194029851
sylph,marine1,90,family,Jaccard index,0.288461538461538
sylph,marine1,90,genus,True positives,88
sylph,marine1,90,genus,False negatives,222
sylph,marine1,90,genus,False positives,0
sylph,marine1,90,genus,Completeness,0.283870967741936
sylph,marine1,90,genus,Purity,1
sylph,marine1,90,genus,F1 score,0.442211055276382
sylph,marine1,90,genus,Jaccard index,0.283870967741936
sylph,marine1,90,species,True positives,86
sylph,marine1,90,species,False negatives,4
sylph,marine1,90,species,False positives,28
sylph,marine1,90,species,Completeness,0.955555555555556
sylph,marine1,90,species,Purity,0.754385964912281
sylph,marine1,90,species,F1 score,0.843137254901961
sylph,marine1,90,species,Jaccard index,0.728813559322034
sylph,marine1,90,kingdom,L1 norm error,0.0768054709748997
sylph,marine1,90,phylum,L1 norm error,0.470009681624675
sylph,marine1,90,class,L1 norm error,0.626209723357442
sylph,marine1,90,order,L1 norm error,0.921532918197104
sylph,marine1,90,family,L1 norm error,1.08147314534389
sylph,marine1,90,genus,L1 norm error,1.42317118426813
sylph,marine1,90,species,L1 norm error,0.884436458719088
sylph,marine1,90,na,Weighted UniFrac error,0.0465768802718482
sylph,marine1,90,na,Unweighted UniFrac error,0.673647093173422
sylph,marine1,90,na,Weighted UniFrac (CAMI),5.48363858248523
sylph,marine1,90,na,Unweighted UniFrac (CAMI),1720
sylph,marine1,90,phylum,Sum of abundances,1
sylph,marine1,90,class,Sum of abundances,1
sylph,marine1,90,order,Sum of abundances,1
sylph,marine1,90,family,Sum of abundances,1
sylph,marine1,90,genus,Sum of abundances,1
sylph,marine1,90,species,Sum of abundances,1
sylph,marine1,90,phylum,Taxon counts,13
sylph,marine1,90,class,Taxon counts,18
sylph,marine1,90,order,Taxon counts,36
sylph,marine1,90,family,Taxon counts,60
sylph,marine1,90,genus,Taxon counts,88
sylph,marine1,90,species,Taxon counts,114
singlem,marine2,90,kingdom,Bray-Curtis distance,0.00797856711326118
singlem,marine2,90,phylum,Bray-Curtis distance,0.0144839501035225
singlem,marine2,90,class,Bray-Curtis distance,0.0177965501260253
singlem,marine2,90,order,Bray-Curtis distance,0.0776077299037576
singlem,marine2,90,family,Bray-Curtis distance,0.084967889582649
singlem,marine2,90,genus,Bray-Curtis distance,0.153175250564923
singlem,marine2,90,species,Bray-Curtis distance,0.429998363441916
singlem,marine2,90,phylum,Shannon diversity,2.14417064837749
singlem,marine2,90,phylum,Shannon equitability,0.598342211999379
singlem,marine2,90,class,Shannon diversity,2.60671517633746
singlem,marine2,90,class,Shannon equitability,0.624454562502205
singlem,marine2,90,order,Shannon diversity,3.58424792231002
singlem,marine2,90,order,Shannon equitability,0.74482764117474
singlem,marine2,90,family,Shannon diversity,3.99632328212165
singlem,marine2,90,family,Shannon equitability,0.749396965609468
singlem,marine2,90,genus,Shannon diversity,3.83564420164932
singlem,marine2,90,genus,Shannon equitability,0.65671623541689
singlem,marine2,90,species,Shannon diversity,1.20293279515036
singlem,marine2,90,species,Shannon equitability,0.240396823147581
singlem,marine2,90,kingdom,True positives,2
singlem,marine2,90,kingdom,False negatives,0
singlem,marine2,90,kingdom,False positives,0
singlem,marine2,90,kingdom,Completeness,1
singlem,marine2,90,kingdom,Purity,1
singlem,marine2,90,kingdom,F1 score,1
singlem,marine2,90,kingdom,Jaccard index,1
singlem,marine2,90,phylum,True positives,34
singlem,marine2,90,phylum,False negatives,0
singlem,marine2,90,phylum,False positives,2
singlem,marine2,90,phylum,Completeness,1
singlem,marine2,90,phylum,Purity,0.944444444444444
singlem,marine2,90,phylum,F1 score,0.971428571428571
singlem,marine2,90,phylum,Jaccard index,0.944444444444444
singlem,marine2,90,class,True positives,63
singlem,marine2,90,class,False negatives,1
singlem,marine2,90,class,False positives,2
singlem,marine2,90,class,Completeness,0.984375
singlem,marine2,90,class,Purity,0.969230769230769
singlem,marine2,90,class,F1 score,0.976744186046512
singlem,marine2,90,class,Jaccard index,0.954545454545455
singlem,marine2,90,order,True positives,121
singlem,marine2,90,order,False negatives,1
singlem,marine2,90,order,False positives,2
singlem,marine2,90,order,Completeness,0.991803278688525
singlem,marine2,90,order,Purity,0.983739837398374
singlem,marine2,90,order,F1 score,0.987755102040816
singlem,marine2,90,order,Jaccard index,0.975806451612903
singlem,marine2,90,family,True positives,199
singlem,marine2,90,family,False negatives,3
singlem,marine2,90,family,False positives,8
singlem,marine2,90,family,Completeness,0.985148514851485
singlem,marine2,90,family,Purity,0.961352657004831
singlem,marine2,90,family,F1 score,0.973105134474328
singlem,marine2,90,family,Jaccard index,0.947619047619048
singlem,marine2,90,genus,True positives,277
singlem,marine2,90,genus,False negatives,25
singlem,marine2,90,genus,False positives,67
singlem,marine2,90,genus,Completeness,0.917218543046358
singlem,marine2,90,genus,Purity,0.805232558139535
singlem,marine2,90,genus,F1 score,0.857585139318885
singlem,marine2,90,genus,Jaccard index,0.750677506775068
singlem,marine2,90,species,True positives,67
singlem,marine2,90,species,False negatives,12
singlem,marine2,90,species,False positives,82
singlem,marine2,90,species,Completeness,0.848101265822785
singlem,marine2,90,species,Purity,0.449664429530201
singlem,marine2,90,species,F1 score,0.587719298245614
singlem,marine2,90,species,Jaccard index,0.416149068322981
singlem,marine2,90,kingdom,L1 norm error,0.0159571342265224
singlem,marine2,90,phylum,L1 norm error,0.0287986810259319
singlem,marine2,90,class,L1 norm error,0.0352619155729511
singlem,marine2,90,order,L1 norm error,0.150681802218857
singlem,marine2,90,family,L1 norm error,0.160129490453405
singlem,marine2,90,genus,L1 norm error,0.242672681347126
singlem,marine2,90,species,L1 norm error,0.142067620880469
singlem,marine2,90,na,Weighted UniFrac error,0.0060391665790826
singlem,marine2,90,na,Unweighted UniFrac error,0.699510629948525
singlem,marine2,90,na,Weighted UniFrac (CAMI),0.775569325725262
singlem,marine2,90,na,Unweighted UniFrac (CAMI),1710
singlem,marine2,90,phylum,Sum of abundances,0.988316779614423
singlem,marine2,90,class,Sum of abundances,0.981390512388396
singlem,marine2,90,order,Sum of abundances,0.946179497292839
singlem,marine2,90,family,Sum of abundances,0.898275305676072
singlem,marine2,90,genus,Sum of abundances,0.750815733801857
singlem,marine2,90,species,Sum of abundances,0.207901562145171
singlem,marine2,90,phylum,Taxon counts,36
singlem,marine2,90,class,Taxon counts,65
singlem,marine2,90,order,Taxon counts,123
singlem,marine2,90,family,Taxon counts,207
singlem,marine2,90,genus,Taxon counts,344
singlem,marine2,90,species,Taxon counts,149
metaphlan,marine2,90,kingdom,Bray-Curtis distance,0.0269247857445174
metaphlan,marine2,90,phylum,Bray-Curtis distance,0.259897635361272
metaphlan,marine2,90,class,Bray-Curtis distance,0.397941382282166
metaphlan,marine2,90,order,Bray-Curtis distance,0.559523379840981
metaphlan,marine2,90,family,Bray-Curtis distance,0.687197010464363
metaphlan,marine2,90,genus,Bray-Curtis distance,0.789700981377665
metaphlan,marine2,90,species,Bray-Curtis distance,0.837743089319653
metaphlan,marine2,90,phylum,Shannon diversity,1.63999691542355
metaphlan,marine2,90,phylum,Shannon equitability,0.639387639624439
metaphlan,marine2,90,class,Shannon diversity,1.82100457713854
metaphlan,marine2,90,class,Shannon equitability,0.656788568218468
metaphlan,marine2,90,order,Shannon diversity,2.8409317706578
metaphlan,marine2,90,order,Shannon equitability,0.765013232442544
metaphlan,marine2,90,family,Shannon diversity,3.24564970534667
metaphlan,marine2,90,family,Shannon equitability,0.777515236488303
metaphlan,marine2,90,genus,Shannon diversity,3.79223866283595
metaphlan,marine2,90,genus,Shannon equitability,0.823474162664909
metaphlan,marine2,90,species,Shannon diversity,3.35249869248178
metaphlan,marine2,90,species,Shannon equitability,0.721838184012799
metaphlan,marine2,90,kingdom,True positives,2
metaphlan,marine2,90,kingdom,False negatives,0
metaphlan,marine2,90,kingdom,False positives,0
metaphlan,marine2,90,kingdom,Completeness,1
metaphlan,marine2,90,kingdom,Purity,1
metaphlan,marine2,90,kingdom,F1 score,1
metaphlan,marine2,90,kingdom,Jaccard index,1
metaphlan,marine2,90,phylum,True positives,13
metaphlan,marine2,90,phylum,False negatives,21
metaphlan,marine2,90,phylum,False positives,0
metaphlan,marine2,90,phylum,Completeness,0.382352941176471
metaphlan,marine2,90,phylum,Purity,1
metaphlan,marine2,90,phylum,F1 score,0.553191489361702
metaphlan,marine2,90,phylum,Jaccard index,0.382352941176471
metaphlan,marine2,90,class,True positives,16
metaphlan,marine2,90,class,False negatives,48
metaphlan,marine2,90,class,False positives,0
metaphlan,marine2,90,class,Completeness,0.25
metaphlan,marine2,90,class,Purity,1
metaphlan,marine2,90,class,F1 score,0.4
metaphlan,marine2,90,class,Jaccard index,0.25
metaphlan,marine2,90,order,True positives,41
metaphlan,marine2,90,order,False negatives,81
metaphlan,marine2,90,order,False positives,0
metaphlan,marine2,90,order,Completeness,0.336065573770492
metaphlan,marine2,90,order,Purity,1
metaphlan,marine2,90,order,F1 score,0.503067484662577
metaphlan,marine2,90,order,Jaccard index,0.336065573770492
metaphlan,marine2,90,family,True positives,65
metaphlan,marine2,90,family,False negatives,137
metaphlan,marine2,90,family,False positives,0
metaphlan,marine2,90,family,Completeness,0.321782178217822
metaphlan,marine2,90,family,Purity,1
metaphlan,marine2,90,family,F1 score,0.48689138576779
metaphlan,marine2,90,family,Jaccard index,0.321782178217822
metaphlan,marine2,90,genus,True positives,98
metaphlan,marine2,90,genus,False negatives,204
metaphlan,marine2,90,genus,False positives,2
metaphlan,marine2,90,genus,Completeness,0.324503311258278
metaphlan,marine2,90,genus,Purity,0.98
metaphlan,marine2,90,genus,F1 score,0.487562189054726
metaphlan,marine2,90,genus,Jaccard index,0.322368421052632
metaphlan,marine2,90,species,True positives,47
metaphlan,marine2,90,species,False negatives,32
metaphlan,marine2,90,species,False positives,57
metaphlan,marine2,90,species,Completeness,0.59493670886076
metaphlan,marine2,90,species,Purity,0.451923076923077
metaphlan,marine2,90,species,F1 score,0.513661202185792
metaphlan,marine2,90,species,Jaccard index,0.345588235294118
metaphlan,marine2,90,kingdom,L1 norm error,0.0538495714890349
metaphlan,marine2,90,phylum,L1 norm error,0.519795270722544
metaphlan,marine2,90,class,L1 norm error,0.795882764564333
metaphlan,marine2,90,order,L1 norm error,1.11647457434778
metaphlan,marine2,90,family,L1 norm error,1.36498835049656
metaphlan,marine2,90,genus,L1 norm error,1.44788953763775
metaphlan,marine2,90,species,L1 norm error,0.83131230970679
metaphlan,marine2,90,na,Weighted UniFrac error,0.0521931059901178
metaphlan,marine2,90,na,Unweighted UniFrac error,0.692193162669376
metaphlan,marine2,90,na,Weighted UniFrac (CAMI),6.13019237896479
metaphlan,marine2,90,na,Unweighted UniFrac (CAMI),1754
metaphlan,marine2,90,phylum,Sum of abundances,1
metaphlan,marine2,90,class,Sum of abundances,1
metaphlan,marine2,90,order,Sum of abundances,1
metaphlan,marine2,90,family,Sum of abundances,1
metaphlan,marine2,90,genus,Sum of abundances,1
metaphlan,marine2,90,species,Sum of abundances,0.869834173966835
metaphlan,marine2,90,phylum,Taxon counts,13
metaphlan,marine2,90,class,Taxon counts,16
metaphlan,marine2,90,order,Taxon counts,41
metaphlan,marine2,90,family,Taxon counts,65
metaphlan,marine2,90,genus,Taxon counts,100
metaphlan,marine2,90,species,Taxon counts,104
kraken,marine2,90,kingdom,Bray-Curtis distance,0.0117449863785576
kraken,marine2,90,phylum,Bray-Curtis distance,0.191039383497074
kraken,marine2,90,class,Bray-Curtis distance,0.211787918535672
kraken,marine2,90,order,Bray-Curtis distance,0.328067818690369
kraken,marine2,90,family,Bray-Curtis distance,0.44462351601995
kraken,marine2,90,genus,Bray-Curtis distance,0.537333697888365
kraken,marine2,90,species,Bray-Curtis distance,0.77983113184577
kraken,marine2,90,phylum,Shannon diversity,1.80132018226951
kraken,marine2,90,phylum,Shannon equitability,0.374960926585519
kraken,marine2,90,class,Shannon diversity,2.29636760926387
kraken,marine2,90,class,Shannon equitability,0.407533869227752
kraken,marine2,90,order,Shannon diversity,3.61791639030538
kraken,marine2,90,order,Shannon equitability,0.540326320297378
kraken,marine2,90,family,Shannon diversity,4.44042661864585
kraken,marine2,90,family,Shannon equitability,0.601156724168115
kraken,marine2,90,genus,Shannon diversity,5.89470243237838
kraken,marine2,90,genus,Shannon equitability,0.670350714092795
kraken,marine2,90,species,Shannon diversity,7.27841721693378
kraken,marine2,90,species,Shannon equitability,0.727681557129092
kraken,marine2,90,kingdom,True positives,2
kraken,marine2,90,kingdom,False negatives,0
kraken,marine2,90,kingdom,False positives,0
kraken,marine2,90,kingdom,Completeness,1
kraken,marine2,90,kingdom,Purity,1
kraken,marine2,90,kingdom,F1 score,1
kraken,marine2,90,kingdom,Jaccard index,1
kraken,marine2,90,phylum,True positives,33
kraken,marine2,90,phylum,False negatives,1
kraken,marine2,90,phylum,False positives,89
kraken,marine2,90,phylum,Completeness,0.970588235294118
kraken,marine2,90,phylum,Purity,0.270491803278689
kraken,marine2,90,phylum,F1 score,0.423076923076923
kraken,marine2,90,phylum,Jaccard index,0.268292682926829
kraken,marine2,90,class,True positives,61
kraken,marine2,90,class,False negatives,3
kraken,marine2,90,class,False positives,219
kraken,marine2,90,class,Completeness,0.953125
kraken,marine2,90,class,Purity,0.217857142857143
kraken,marine2,90,class,F1 score,0.354651162790698
kraken,marine2,90,class,Jaccard index,0.215547703180212
kraken,marine2,90,order,True positives,117
kraken,marine2,90,order,False negatives,5
kraken,marine2,90,order,False positives,692
kraken,marine2,90,order,Completeness,0.959016393442623
kraken,marine2,90,order,Purity,0.144622991347342
kraken,marine2,90,order,F1 score,0.251342642320086
kraken,marine2,90,order,Jaccard index,0.143734643734644
kraken,marine2,90,family,True positives,176
kraken,marine2,90,family,False negatives,26
kraken,marine2,90,family,False positives,1438
kraken,marine2,90,family,Completeness,0.871287128712871
kraken,marine2,90,family,Purity,0.109045848822801
kraken,marine2,90,family,F1 score,0.193832599118943
kraken,marine2,90,family,Jaccard index,0.107317073170732
kraken,marine2,90,genus,True positives,281
kraken,marine2,90,genus,False negatives,21
kraken,marine2,90,genus,False positives,6310
kraken,marine2,90,genus,Completeness,0.93046357615894
kraken,marine2,90,genus,Purity,0.0426338947049006
kraken,marine2,90,genus,F1 score,0.0815319889743218
kraken,marine2,90,genus,Jaccard index,0.0424984875983061
kraken,marine2,90,species,True positives,78
kraken,marine2,90,species,False negatives,1
kraken,marine2,90,species,False positives,21997
kraken,marine2,90,species,Completeness,0.987341772151899
